Lens ID,Title,Publication Year,Source Country,Author/s,Keywords
065-869-708-867-128,Characteristics of frailty in perimenopausal women with Long COVID-19 syndrome,2023,,Laura Lopez Lopez; Alba Navas Otero; Araceli Ortiz Rubio; Andrés Calvache Mateo; Irene Cabrera Martos; Irene Torres Sánchez; Marie Carmen Valenza,
066-507-582-213-169,A practical framework for Long COVID treatment in primary care.,2024,Netherlands,W Michael Brode; Esther Melamed,Long COVID; Long COVID treatment; PASC; Primary care
066-615-173-350-128,"Long COVID: the facts, evidence, and the underlying mechanisms",2025,,Shijie Qin; Yanhua Li; Chunxiang Fan; Jian'an Wang; Xiaopeng Ma; George F. Gao,
067-123-117-368-134,"Long COVID: Clinical Findings, Pathology, and Endothelial Molecular Mechanisms.",2023,United States,H Bradford Hawley,Complement; Endotheliopathy; Long COVID; Microthrombosis
067-181-816-291-741,8.H. Scientific session: Coordinated actions to improve our response to Long COVID at EU and national levels,2024,United Kingdom,NIVEL Organised by: DG SANTE European Commission; Johan Hansen Chair persons: Stefan Schreck,
067-253-894-668-479,"""I'm in Hell …"": Experiences of Unmet Health Care Needs Among People with Pre-Existing Disability and Long COVID.",2025,United States,Darcy L Sullivan; Kelsey Goddard; Noelle K Kurth; Jean P Hall,
067-408-525-556-141,Long COVID,2025,United Kingdom,Neda Akhtar Hasan; Rachael Rogers; Emma Tucker; Emily Fraser,
068-465-625-499-313,Long-COVID-19,2022,,Christian Gerloff,
068-837-841-619-089,The UK government needs to expand covid-19 vaccination this winter.,2023,United Kingdom,,
068-849-751-591-674,"Conclusion: Long COVID, long racism",2023,,Vini Lander; Kavyta Kay; Tiffany R. Holloman,
068-861-161-661-814,SPL07 LONG COVID IMPACT ON WORKERS AND ITS MONITORING IN OCCUPATIONAL HEALTH,2024,United Kingdom,Jorge A Morales-Camino,
068-953-769-917-476,Long COVID: a consequence of chronic post-infectious inflammation!,2024,United Kingdom,Joseph M Blondeau,COVID-19; antiviral; inflammation; long COVID; vaccination
069-013-443-438-180,Living with ‘Long COVID-19’: The long-term complications and sequelae,2021,,Vinod Nikhra,COVID-19; Long COVID; Long haulers; Post-COVID myocarditis; Pulmonary fi brosis; Brain fog; Chronic fatigue syndrome; Holistic care
069-093-298-152-700,The Role of Acupuncture for Long COVID: Mechanisms and Models.,2022,United States,James E Williams; Jacques Moramarco,COVID-19; Long COVID; SARS-CoV-2; acupuncture; auricular acupuncture; long-haulers
069-282-596-651-922,Long COVID and Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)-A Systemic Review and Comparison of Clinical Presentation and Symptomatology.,2021,Lithuania,Timothy L. Wong; Danielle Weitzer,COVID-19; ME/CFS; chronic fatigue syndrome; long-haul COVID-19; myalgic encephalomyelitis; systemic review
069-711-616-729-348,Long COVID: Public Education,2024,,Exon Publications,
069-824-943-147-530,Nourishing the Path to Recovery,2025,,Jane Willcox; Mary Mangos; Paige van der Pligt; Leigh Seidel-Marks,
070-319-412-875-369,Long COVID or post COVID-19 syndrome.,2021,United States,Jeanette Lechner-Scott; Michael J. Levy; Christopher Hawkes; A Yeh; Gavin Giovannoni,Cognitive impairment; Fatigue; Long COVID; Post COVID-19
070-514-224-867-728,Long COVID and lung thromboembolism in young adults,2024,,Irami Araujo-Filho; Amália Cinthia Meneses do Rêgo,
070-603-218-725-066,Long COVID promotes brain network integration and reduces segregation during the acute phase,2025,,Xuan Niu; Gengchen Ye,
070-768-260-664-987,Long covid as a long term condition.,2025,England,Manoj Sivan; Darren Charles C Greenwood; Tracey Smith,
070-849-864-566-725,"Long COVID or post-COVID-19 syndrome: putative pathophysiology, risk factors, and treatments.",2021,United Kingdom,Shin Jie Yong,Long-haul COVID-19; drug repurposing; long COVID; pathophysiology; post-COVID-19 syndrome; risk factors
070-926-964-919-715,"Long COVID - Long COVID: Deutliche Auswirkungen auf Produktivität und
                    informelle Pflege",2025,Germany,,
070-931-805-559-309,Emergence of Long COVID: Threat to Humanity Persists!,2024,,Kaushik Bharati,
071-111-798-815-820,Long Vax is delayed onset Long COVID,2025,United States,Thomas Bunker,
071-614-508-363-817,A Case Report of Long COVID or Post-COVID-19 Symptoms and Characteristics.,2024,United States,Marika Mdivnishvili; Darejan Mdinaradze; Ketino Virkovi; George Gogashvili,covid-19 prevention; long covid syndrome treatment; long-covid syndrome; long-covid-19; sars-cov-2 and covid-19
072-121-256-009-782,The Psychosocial Impact of Long Covid in Children and Adolescents: A Systematic Review,2025,,Kate Vallely; Rebecca Newell; Sammie McFarland; Marija Pantelic,
072-152-358-271-804,Living with long COVID,2021,United Kingdom,Debbie Louise Duncan,
072-270-090-765-885,Long COVID: tackling a multifaceted condition requires a multidisciplinary approach.,2021,United Kingdom,Alice Norton; Piero Olliaro; Louise Sigfrid; Gail Carson; Giuseppe Paparella; Claire E. Hastie; Charu Kaushic; Geneviève Boily-Larouche; Jake Suett; Margaret E O’Hara,
072-632-910-852-526,Long-term complications of COVID-19; an updated mini-review to the current knowledge,2021,,Fatemeh Shafieyeh; Mahsa Heydari,COVID-19; Post-COVID Syndrome; Extreme fatigue; Pulmonary injury; Cardiac injury
073-106-483-661-958,Long COVID-19 Syndrome: A Comprehensive Review of Its Effect on Various Organ Systems and Recommendation on Rehabilitation Plans,2021,Switzerland,Zhipeng Yan; Ming Yang; Ching-Lung Lai,Long COVID-19 Syndrome; Post COVID-19 Syndrome; recovery; rehabilitations
073-306-493-415-204,A Multidisciplinary Rehabilitation Approach to Chronic Pain Patients in the Post-COVID-19 Era.,2023,United States,Annu Navani,
073-465-354-116-464,"Cardiac Manifestations of ""Long COVID"" (Post–COVID-19 Conditions)",2022,,Stephen L. Demeter,
073-620-305-561-884,Impact of COVID-19 vaccination on long COVID: a systematic review and meta-analysis,2022,,Oyungerel Byambasuren; Paulina Stehlik; Justin Clark; Kylie Alcorn; Paul Glasziou,COVID-19; SARS-CoV-2; vaccination; long COVID; post-acute COVID sequalae; post-acute COVID-19 syndrome
073-768-784-310-759,Prevalence and characteristics of long COVID in elderly patients: An observational cohort study of over 2 million adults in the US.,2023,United States,Kin Wah Fung; Fitsum Baye; Seo H Baik; Zhaonian Zheng; Clement J McDonald,
073-788-970-902-967,Course of long COVID symptoms over time in the ComPaRe long COVID prospective e-cohort,2021,,Viet-Thi Tran; Raphael Porcher; Isabelle Pane; Philippe Ravaud,prospective cohort  long COVID  patient-reported outcome measures  quality of life prospective cohort; long COVID; patient-reported outcome measures; quality of life
073-798-788-626-459,"Risk Factors Associated with Long COVID Among Hospitalized Adults in Several Hospitals in Palembang City, Indonesia",2025,,,
073-908-751-022-429,The spectre of long covid,2021,United States,Adam Vaughan,
074-069-010-263-008,"Long COVID symptoms, pathophysiology and possible mechanisms: Still, we are learning!",2023,,null Shital Patil; null Sanika Narkar; null Jayashree Dahiphale; null Vipul Raka; null Shubham Choudhari; null Gajanan Gondhali,
074-525-576-383-136,Social Stigma in Children with Long COVID.,2023,Switzerland,Danilo Buonsenso; Anna Camporesi; Rosa Morello; Cristina De Rose; Matteo Fracasso; Daniela Pia Rosaria Chieffo; Piero Valentini,COVID-19; children; long COVID; social stigma
074-641-369-077-53X,Examining the Mental Health Impact: Investigating the Association between Suicide and Long Covid Syndrome,2024,,Nicole Ann Villa; Gina Maria Fiore; Eduardo Espiridion,
074-908-914-731-518,Data_Sheet_1.docx,,,,COVID-19; long COVID-19 syndrome; endothelial function; microcirculation; endothelium
075-458-791-534-24X,Physical Rehabilitation Techniques for Long COVID,2025,,Jennifer Mepham; Angela Maxwell-McRae; Lynette Hodges,
075-857-939-846-96X,"Long COVID in children and adolescents: prevalence, clinical manifestations, and management strategies.",2023,Korea (South),Eun Kyo Ha; Ju Hee Kim; Man Yong Han,COVID-19; Long COVID; Post COVID syndrome
076-046-451-831-788,A Mixed Methods Analysis of Long COVID Symptoms in Black Americans: Examining Physical and Mental Health Outcomes.,2024,United States,Janelle R Goodwill; Tiwaloluwa A Ajibewa,Black/African Americans; COVID-19; Long COVID; Mental Health; Physical Health; Post-acute Sequelae of COVID-19 (PASC); Suicidal Ideaiton; Suicide
076-406-663-144-169,Persistent clotting protein pathology in Long COVID/ Post-Acute Sequelae of COVID-19 (PASC) is accompanied by increased levels of antiplasmin,2021,,Etheresia Pretorius; Maré Vlok; Chantelle Venter; Johannes A. Bezuidenhout; Gert Jacobus Laubscher; Janami Steenkamp; Douglas B. Kell,COVID-19; Long COVID/PASC; Fibrin(ogen); Microclot; Proteomics; Antiplasmin; Serum
076-500-078-086-78X,The Illness Experience of Long COVID Patients: A Qualitative Study Based on the Online Q&A Community Zhihu.,2022,Switzerland,Yi Wang; Sheng Bao; Yubing Chen,illness experience; long COVID patients; stigma
076-649-001-600-31X,Long COVID,2021,,Diego Castanares-Zapatero; Laurence Kohn; Marie Dauvrin; Jens Detollenaere; Charline Maertens de Noordhout; Célia Primus-de Jong; Irina Cleemput; Koen Van Den Heede,
076-837-913-263-123,Demographic And Clinical Factors Associated With Long COVID.,2023,United States,Zirui Song; Mia Giuriato,
077-007-702-600-015,"Long COVID, Disability, and the Workplace.",2023,United States,Neil J Nusbaum,coronavirus disease 2019 (COVID-19); disability; discrimination; employment
077-057-834-445-77X,Long COVID,2022,,Eduardo López M.,
077-256-278-142-728,Registered clinical trials investigating treatment of long COVID: a scoping review and recommendations for research,2022,,Felicia Ceban; Alexia Leber; Muhammad Youshay Jawad; Mathew Yu; Leanna M. W. Lui; Mehala Subramaniapillai; Joshua D. Di Vincenzo; Hartej Gill; Nelson B. Rodrigues; Bing Cao; Yena Lee; Kangguang Lin; Rodrigo B. Mansur; Roger Ho; Matthew J. Burke; Joshua D. Rosenblat; Roger S. McIntyre,
077-587-424-067-807,"Association of Long COVID with housing insecurity in the United States, 2022-2023.",2023,United States,Samuel E Packard; Ezra Susser,COVID-19; Housing; Housing Insecurity; Long COVID; Post-Acute COVID-19 Syndrome
077-608-319-199-568,P107 Health-related quality of life in long covid (post-COVID-19 syndrome) service users in Wales is much worse than the general population,2023,,Brendan Collins; Mark Humphrys; Rob Orford; Rachel Ford; Joanna Charles,
078-016-656-308-048,The Microbiota in Long COVID.,2024,Switzerland,Carmen Álvarez-Santacruz; Sylwia D Tyrkalska; Sergio Candel,COVID-19; SARS-CoV-2; dysbiosis; long COVID; microbiota
078-071-962-278-264,The evolving picture of long COVID.,2022,Canada,Diana Duong,
078-400-275-328-228,"Lange Arbeitsunfähigkeitszeiten
                    wegen Long/Post
                    COVID",2022,Germany,,
078-409-799-603-500,TCM Treatment of Long COVID,2023,,,
078-415-331-424-655,Psychological consequences of long COVID: comparing trajectories of depressive and anxiety symptoms before and after contracting SARS-CoV-2 between matched long- and short-COVID groups.,2022,United Kingdom,Daisy Fancourt; Andrew Steptoe; Feifei Bu,Long COVID; anxiety; depression; mental health; pandemic
078-440-080-900-622,Long COVID Fatigue,2025,,Thorsten Rudroff,
078-500-254-353-334,"Long COVID Treatment No Silver Bullets, Only a Few Bronze BBs",2026,,Robert  L Martin,
078-778-462-293-555,A Mechanistic Model for Long COVID Dynamics.,2023,Switzerland,Jacob Derrick; Ben Patterson; Jie Bai; Jin Wang,92D30; COVID-19; long COVID; mathematical modeling; numerical simulation
078-867-086-622-072,"""Research Study to Evaluate the Clinical Effectiveness of the Nutritional Supplement VITAMIC BIOSEN®, Combination of Curcumin, Vitamin C and Boswellia Serrata on individuals with Symptoms Consistent with LONG COVID who have Been Vaccinated Against the SARS-CoV2""",2022,,Francisco M Mera Cordero,
078-868-250-539-866,Investigation of Long COVID Prevalence and Its Relationship to Epstein-Barr Virus Reactivation,2021,Switzerland,Jeffrey E. Gold; Ramazan Azim Okyay; Warren E. Licht; David J. Hurley,COVID-19; EBV; Epstein–Barr virus; Epstein–Barr virus reactivation; PACS; SARS-CoV-2; chronic COVID syndrome; coronavirus; long COVID; post-acute COVID-19 syndrome
078-870-294-525-725,Galaninergic System Dysregulation in Long-COVID: Neural injury Associations,2024,,null Wasim Talib Mahdi Al Masoodi; null Sami Waheed Radhi; null Habiba Khdair Abdalsada; null Hussein Kadhem Al-Hakeim,
079-026-772-648-969,Candida and Long Covid,2024,,Patrick Chambers,
079-144-659-593-625,The new frontier: Clinical consequences of long COVID,2023,,Joseph A. Bellanti,
079-276-861-561-058,Long Covid (LC) is still unrecognized in Greece. A barrier to adequate treatment.,2023,,Martha-Spyridoula Katsarou; Archontoula Antonoglou; Paraskevi Katsaounou; Antonis Kontaxakis; Ioanna Kotsamidi; Vassiliki Vakouftsi; Maria Saroglou; Helen Iasonidou,
079-513-633-369-714,"Review 1: ""Risk Factors Associated with Post-Acute Sequelae of SARS-CoV-2 in an EHR Cohort: A National COVID Cohort Collaborative (N3C) Analysis as Part of the NIH RECOVER Program""",2022,,Denis Nash,
079-709-692-646-739,It's not over till it's over: a narrative review of Long COVID,2021,,Joseph V. Pergolizzi; Jo Ann LeQuang; Peter Magnusson; Dariusz Myrcik; Giustino Varrassi,COVID-19; COVID therapy; Fatigue; Immunobiography; Long COVID; Long-haul COVID; Oxidative stress; Therapy
079-778-122-512-359,"Editorial: Long COVID, or Post-COVID Syndrome, and the Global Impact on Health Care",2021,Poland,Dinah V Parums,Editorial; COVID-19; Severe Acute Respiratory Syndrome Coronavirus 2
080-338-500-662-220,Analysis of the clinical development landscape targeting long-COVID and evolution of clinical outcome assessment methods – An industry perspective,2025,,Ramesh Pandey; Saurabh Kumar,
080-809-980-357-96X,"Depression and brain fog as long-COVID mental health consequences: Difficult, complex and partially successful treatment of a 72-year-old patient-A case report.",2023,Switzerland,Maris Taube,brain fog; case report; depression; long-COVID; treatment
080-865-096-170-21X,Burden of long COVID and associated risk factors among Japanese adults: findings of the CARE Japan Study,2025,,Sabera Sultana; Yusuke Asai; Haruhiko Ishioka; Shinichiro Ikeda; Anna Ohtera; Nobuaki Matsunaga; Shinya Tsuzuki; Norio Ohmagari,
080-975-112-906-096,Long-Haulers and Labor Market Outcomes,2022,,Dasom I. Ham,
081-241-473-366-623,"Epidemiology, Symptomatology, and Risk Factors for Long COVID Symptoms: Population-Based, Multicenter Study (Preprint)",2022,,Martin Chi-Sang Wong; Junjie Huang; Yuet-Yan Wong; Grace Lai-Hung Wong; Terry Cheuk-Fung Yip; Rachel Ngan-Yin Chan; Steven Wai-Ho Chau; Siew-Chien Ng; Yun-Kwok Wing; Francis Ka-Leung Chan,
081-307-429-596-586,Characteristics and Determinants of Pulmonary Long COVID.,2024,United States,Michael John Patton; Donald Benson; Sarah W Robison; Raval Dhaval; Morgan L Locy; Kinner Patel; Scott Grumley; Emily B Levitan; Peter Morris; Matthew Might; Amit Gaggar; Nathaniel Erdmann,
081-356-214-467-34X,Navigating Health and Social Care for Long COVID in Canada: Perspectives from People with Long COVID and Providers,2026,,Marina Wasilewski; Logan Reis,
081-678-574-210-187,Neurological and systemic manifestations in Long covid: Underestimated sequel of covid's pandora!,2023,,null SHITAL PATIL; null SHUBHAM CHOUDHARI; null VIPUL RAKA; null SANIKA NARKAR; null JAYASHRI DAHIPHALE; null GAJANAN GONDHALI,
081-917-893-880-466,COVID-19 ‘long haulers’ experiencing symptoms long after virus,2020,,Simone Del Rosario,
082-026-286-635-247,The Central Role of Macrophages in Long COVID Pathophysiology,2025,,Philip McMillan; Anthony Turner; Bruce Uhal,
082-138-189-169-690,"Long COVID: health symptoms, impact on health-related quality of life and mapping to disability weights",2022,United Kingdom,J Haagsma,
082-549-721-988-489,Long COVID management: a mini review of current recommendations and underutilized modalities.,2024,Switzerland,Tiffany K Dietz; Kirsten N Brondstater,chronic COVID-19; long COVID; low-dose naltrexone; management; post COVID; post-acute sequelae of SARS-CoV-2; stellate ganglion block
082-806-204-270-529,Management of Postural Orthostatic Tachycardia Syndrome,2025,,Naomi Whyler; Raeya Bognar; Nathan Butler; Jennifer Smallridge; Emma Tippett,
082-863-933-213-955,"Pulmonary Involvement in COVID-19 and ‘Long Covid’: The Morbidity, Complications and Sequelae",2021,,Vinod Nikhra,Long COVID; Long haulers; Ground glass opacities; COVID pneumonia; ARDS; Pulmonary fi brosis; COVID pulmonary clinics; Heart failure; Pulmonary care continuum; Holistic care
